#SDSS_name	plate-mjd-fibre	RA	Dec.	zQSO	PSF_i	z	z_err	W_2796	W_2796_err	W_2803	W_2803_err	CIV_flag	SNR_con
151320.41+174351.7 02793-54271-0213 228.335050 17.731050 1.518 18.810 0.635 0.508 0.591 0.095 0.453 0.088 0 19.597
151320.41+174351.7 02793-54271-0213 228.335050 17.731050 1.518 18.810 1.413 0.000 0.742 0.085 0.579 0.092 0 19.597
151109.05+184808.3 02793-54271-0349 227.787730 18.802310 1.228 18.341 0.551 0.182 2.347 0.111 0.443 0.069 0 19.019
151109.05+184808.3 02793-54271-0349 227.787730 18.802310 1.228 18.341 0.668 0.200 2.975 0.115 2.555 0.105 0 19.019
152001.95+190254.6 02793-54271-0640 230.008130 19.048510 1.647 19.061 1.091 0.522 1.446 0.223 0.636 0.208 0 9.976
153209.35+490036.6 02464-54272-0009 233.039000 49.010170 2.654 20.421 1.859 0.848 3.042 0.448 2.181 0.464 0 6.273
153252.62+501057.3 02464-54272-0600 233.219250 50.182590 1.531 19.319 1.272 0.000 1.958 0.135 1.346 0.108 0 11.686
153456.40+495619.1 02464-54272-0640 233.735030 49.938660 2.164 18.393 1.915 0.586 2.423 0.156 1.773 0.143 0 23.952
153456.40+495619.1 02464-54272-0640 233.735030 49.938660 2.164 18.393 1.942 0.712 2.041 0.178 1.193 0.136 0 23.952
140223.95+163953.2 02744-54272-0361 210.599810 16.664790 1.633 19.053 1.323 0.000 1.526 0.101 1.282 0.091 0 12.846
140432.19+162503.3 02744-54272-0537 211.134160 16.417590 2.710 20.215 1.962 0.958 2.489 0.392 1.437 0.449 0 3.862
233635.76+081627.8 02628-54326-0239 354.149020 8.274400 2.954 19.885 1.541 0.000 1.059 0.132 0.688 0.157 0 10.541
233318.74+082612.9 02628-54326-0306 353.328100 8.436940 1.374 20.146 1.181 0.000 2.085 0.178 0.916 0.143 0 10.662
233924.92+090353.3 02628-54326-0544 354.853850 9.064830 1.330 20.009 1.110 0.000 2.148 0.147 2.062 0.167 0 9.690
234018.70+090939.0 02628-54326-0549 355.077970 9.160840 2.195 19.829 1.248 0.000 1.284 0.136 0.731 0.163 0 11.909
234018.70+090939.0 02628-54326-0549 355.077970 9.160840 2.195 19.829 1.667 0.000 2.818 0.169 2.338 0.210 0 11.909
234221.49+085023.1 02628-54326-0639 355.589570 8.839760 2.354 19.479 0.683 0.000 1.118 0.139 0.612 0.143 1 11.390
234221.49+085023.1 02628-54326-0639 355.589570 8.839760 2.354 19.479 1.642 0.000 2.686 0.174 2.476 0.166 0 11.390
160857.47+045123.5 02186-54327-0003 242.239490 4.856540 2.575 19.740 2.015 0.722 2.393 0.271 1.530 0.287 0 8.605
160931.30+053249.7 02186-54327-0077 242.380450 5.547160 2.157 19.905 1.443 0.000 1.070 0.113 0.708 0.122 0 9.812
160449.64+052034.5 02186-54327-0194 241.206860 5.342920 2.384 19.908 1.088 0.000 1.390 0.170 1.327 0.181 0 9.357
160449.64+052034.5 02186-54327-0194 241.206860 5.342920 2.384 19.908 1.357 0.000 1.121 0.147 0.922 0.134 0 9.357
000809.21-045510.4 02630-54327-0073 2.038370 -4.919570 2.794 20.073 1.203 0.000 2.329 0.180 1.674 0.173 0 9.282
000826.77-050636.4 02630-54327-0074 2.111560 -5.110130 2.172 19.807 0.609 0.000 1.635 0.242 1.552 0.244 1 9.816
000402.02-053104.4 02630-54327-0165 1.008460 -5.517910 2.957 20.297 1.239 0.000 1.091 0.175 1.059 0.202 0 8.025
000227.68-051022.3 02630-54327-0237 0.615370 -5.172880 2.803 20.182 1.370 0.000 1.556 0.209 1.466 0.185 0 9.843
000227.68-051022.3 02630-54327-0237 0.615370 -5.172880 2.803 20.182 1.412 0.000 2.369 0.181 1.949 0.164 0 9.843
000227.68-051022.3 02630-54327-0237 0.615370 -5.172880 2.803 20.182 1.534 0.000 1.892 0.176 1.764 0.182 0 9.843
000112.82-043205.4 02630-54327-0396 0.303430 -4.534850 1.476 19.584 1.099 0.000 1.944 0.150 1.352 0.190 0 12.229
000112.82-043205.4 02630-54327-0396 0.303430 -4.534850 1.476 19.584 1.213 0.000 0.821 0.102 0.849 0.135 0 12.229
000341.76-044535.8 02630-54327-0472 0.924010 -4.759960 2.407 20.217 1.441 10.000 1.317 0.216 1.230 0.166 0 6.873
000341.76-044535.8 02630-54327-0472 0.924010 -4.759960 2.407 20.217 1.921 0.000 2.116 0.338 2.755 0.363 0 6.873
000500.07-033228.1 02630-54327-0528 1.250320 -3.541160 2.486 20.196 1.290 0.000 1.348 0.127 1.616 0.144 0 10.093
000728.45-042345.5 02630-54327-0592 1.868540 -4.395990 1.196 18.185 0.390 0.468 0.642 0.095 0.355 0.082 0 29.642
152429.90+200058.9 02159-54328-0151 231.124600 20.016370 2.290 18.137 0.924 0.433 1.266 0.084 1.123 0.090 0 21.439
151947.90+194611.8 02159-54328-0239 229.949620 19.769950 1.542 19.139 0.883 0.858 0.978 0.145 0.752 0.136 0 12.575
152024.49+211155.3 02159-54328-0407 230.102080 21.198720 1.506 18.526 1.055 0.551 1.139 0.078 1.051 0.090 0 21.832
152259.93+204334.1 02159-54328-0469 230.749710 20.726150 1.460 19.177 0.852 0.812 1.596 0.168 1.094 0.139 0 12.695
213530.39-004104.8 01963-54331-0065 323.876620 -0.684690 2.226 19.360 1.483 0.000 0.969 0.086 0.709 0.093 0 18.184
212943.25+003005.5 01963-54331-0334 322.430200 0.501550 2.685 18.877 1.325 0.000 0.928 0.072 0.880 0.092 0 19.070
212943.25+003005.5 01963-54331-0334 322.430200 0.501550 2.685 18.877 1.373 0.000 2.091 0.110 1.372 0.085 0 19.070
213650.48+005526.3 01963-54331-0605 324.210330 0.923980 2.194 19.320 1.371 0.000 1.778 0.093 1.658 0.093 0 15.781
225200.84+304201.9 02627-54379-0067 343.003540 30.700540 1.230 20.356 0.694 0.000 1.344 0.214 0.890 0.211 0 5.755
224613.08+311542.4 02627-54379-0467 341.554500 31.261790 1.159 19.747 1.110 0.762 2.016 0.198 0.891 0.193 0 7.705
220901.67+061303.7 02323-54380-0196 332.257000 6.217720 3.355 19.568 1.422 0.000 1.245 0.087 1.275 0.117 1 11.170
220715.47+072430.9 02323-54380-0329 331.814480 7.408600 2.267 19.031 1.739 0.000 1.562 0.138 1.066 0.128 0 17.148
220816.98+072020.0 02323-54380-0365 332.070770 7.338900 3.039 19.899 1.081 0.000 2.061 0.251 1.841 0.227 1 8.869
225053.60+301951.7 02621-54380-0103 342.723330 30.331050 3.155 17.789 0.940 0.218 1.219 0.087 0.964 0.092 1 23.371
205537.95+760748.6 02190-54386-0077 313.908140 76.130180 1.325 19.986 0.366 0.490 3.853 0.616 7.659 1.092 0 2.977
000025.93+242417.5 02822-54389-0318 0.108070 24.404880 1.156 19.824 0.489 0.994 2.265 0.281 2.240 0.221 0 9.656
000140.70+260425.5 02822-54389-0322 0.419610 26.073780 0.765 19.027 0.376 0.529 0.950 0.104 1.068 0.106 0 18.989
000602.20+255231.3 02822-54389-0451 1.509210 25.875390 1.789 18.831 1.346 0.000 0.727 0.076 0.638 0.076 0 19.613
000602.20+255231.3 02822-54389-0451 1.509210 25.875390 1.789 18.831 1.502 0.000 1.437 0.093 1.085 0.091 0 19.613
041720.07+070033.9 02826-54389-0454 64.333640 7.009420 1.901 19.442 1.690 0.000 1.845 0.173 1.378 0.155 0 10.642
191907.84+375455.0 02821-54393-0425 289.782680 37.915290 1.013 20.692 0.905 10.000 0.774 0.119 0.247 0.082 0 16.079
192143.48+385208.6 02821-54393-0448 290.431180 38.869060 1.506 18.148 0.670 0.000 0.636 0.064 0.536 0.064 0 30.026
071632.15+313528.5 02695-54409-0347 109.133980 31.591260 2.848 19.869 1.147 0.000 1.341 0.157 1.627 0.205 0 9.099
072400.03+320226.6 02695-54409-0484 111.000130 32.040730 1.158 18.817 0.572 0.597 3.358 0.147 3.417 0.155 0 18.592
073621.26+164429.4 02728-54416-0602 114.088620 16.741510 1.214 19.626 1.025 0.000 1.392 0.149 0.351 0.093 0 10.111
064626.56+372755.4 02700-54417-0152 101.610700 37.465390 2.222 19.361 1.568 0.000 1.469 0.116 1.328 0.125 0 15.899
063934.77+382559.3 02700-54417-0327 99.894900 38.433150 1.751 19.161 1.464 0.000 3.528 0.119 3.026 0.090 0 12.668
065101.22+380759.6 02700-54417-0632 102.755120 38.133230 2.323 18.284 0.799 0.322 2.086 0.069 1.763 0.069 1 27.529
065101.22+380759.6 02700-54417-0632 102.755120 38.133230 2.323 18.284 1.871 0.851 0.698 0.072 0.582 0.073 0 27.529
075354.34+181449.6 02729-54419-0505 118.476450 18.247120 2.387 19.510 1.097 0.000 0.614 0.092 0.657 0.085 0 18.655
084327.82+565832.2 01784-54425-0057 130.865950 56.975630 0.929 19.176 0.551 0.805 1.356 0.181 0.951 0.169 0 13.103
084335.73+571207.3 01784-54425-0109 130.898900 57.202050 1.471 18.753 0.784 0.365 1.973 0.114 1.500 0.115 0 17.009
083953.04+562702.6 01784-54425-0206 129.971000 56.450740 0.900 19.073 0.838 0.887 0.718 0.109 0.559 0.108 0 15.660
083718.36+565414.2 01784-54425-0243 129.326520 56.903950 1.028 18.974 0.799 0.000 1.265 0.140 0.779 0.112 0 10.653
083505.35+584348.6 01784-54425-0321 128.772320 58.730170 1.775 19.213 1.384 0.000 1.505 0.182 1.156 0.188 0 9.030
083722.41+582501.8 01784-54425-0402 129.343380 58.417190 2.101 17.719 1.065 0.350 0.442 0.059 0.174 0.055 0 28.312
083928.72+580832.3 01784-54425-0490 129.869670 58.142320 1.526 18.973 0.760 0.540 1.338 0.125 1.560 0.137 0 13.523
083906.53+575417.0 01784-54425-0495 129.777200 57.904730 1.534 16.813 1.434 0.250 0.746 0.062 0.506 0.059 0 31.791
084255.56+580425.6 01784-54425-0514 130.731540 58.073790 1.338 17.614 0.988 0.236 0.809 0.070 0.797 0.065 0 28.190
083002.40+581212.4 01873-54437-0032 127.510040 58.203470 2.004 19.057 1.566 0.000 1.310 0.135 0.797 0.119 0 9.841
081545.29+573122.3 01873-54437-0289 123.938720 57.522870 2.157 19.156 1.801 0.000 1.868 0.173 1.839 0.181 0 13.951
081226.40+581111.8 01873-54437-0316 123.110020 58.186620 1.854 19.164 1.427 0.000 0.975 0.129 0.693 0.143 0 9.589
082055.08+594432.9 01873-54437-0446 125.229510 59.742490 1.948 18.650 1.402 0.000 0.757 0.100 0.793 0.099 0 16.070
082248.18+594115.1 01873-54437-0534 125.700770 59.687550 1.667 18.980 0.885 0.569 1.376 0.177 0.915 0.118 0 11.135
082633.98+581520.1 01873-54437-0548 126.641610 58.255610 1.231 19.271 1.034 0.000 1.187 0.183 0.603 0.144 0 8.372
082633.98+581520.1 01873-54437-0548 126.641610 58.255610 1.231 19.271 1.188 0.000 1.282 0.180 1.276 0.171 0 8.372
082734.23+582444.4 01873-54437-0553 126.892650 58.412360 2.658 18.106 1.778 0.415 1.616 0.088 1.356 0.085 0 23.878
083020.98-051844.1 02828-54438-0201 127.587430 -5.312250 2.541 19.557 1.102 0.000 0.698 0.112 0.723 0.111 0 13.444
090105.34+582914.8 01785-54439-0003 135.272280 58.487470 1.764 19.098 1.109 0.411 1.471 0.204 0.880 0.202 0 7.155
090208.32+592628.7 01785-54439-0039 135.534700 59.441310 2.161 19.111 0.719 0.583 1.044 0.123 0.473 0.105 1 11.779
090208.32+592628.7 01785-54439-0039 135.534700 59.441310 2.161 19.111 1.406 0.000 1.082 0.135 0.883 0.106 0 11.779
090208.32+592628.7 01785-54439-0039 135.534700 59.441310 2.161 19.111 1.544 0.000 0.781 0.128 0.475 0.097 0 11.779
085514.66+592501.3 01785-54439-0172 133.811100 59.417040 1.436 18.846 1.028 0.454 1.756 0.114 1.331 0.118 0 16.789
084901.64+585028.1 01785-54439-0256 132.256870 58.841150 1.956 18.284 1.445 0.579 1.669 0.089 1.606 0.083 0 20.768
084901.64+585028.1 01785-54439-0256 132.256870 58.841150 1.956 18.284 1.495 0.000 0.759 0.073 0.277 0.068 0 20.768
085010.26+593118.2 01785-54439-0273 132.542790 59.521740 1.720 16.314 1.078 0.064 1.838 0.063 1.700 0.063 0 31.901
084921.35+604050.4 01785-54439-0361 132.338990 60.680680 1.502 18.758 0.864 0.325 1.633 0.116 1.318 0.096 0 17.461
084612.72+600648.0 01785-54439-0387 131.553010 60.113350 1.727 18.559 0.737 0.443 0.610 0.098 0.455 0.105 0 14.425
084857.26+600245.1 01785-54439-0423 132.238620 60.045870 2.165 18.819 1.384 0.000 1.071 0.116 0.758 0.113 0 14.060
084857.26+600245.1 01785-54439-0423 132.238620 60.045870 2.165 18.819 1.761 0.000 0.884 0.104 1.202 0.152 0 14.060
085446.23+605107.1 01785-54439-0447 133.692640 60.851980 1.876 18.831 1.562 0.000 0.866 0.126 0.384 0.104 0 13.273
085744.17+594843.3 01785-54439-0519 134.434050 59.812050 1.376 18.511 1.217 0.322 2.088 0.086 1.912 0.082 0 26.541
085831.50+602242.5 01785-54439-0576 134.631290 60.378480 1.535 18.525 0.851 0.436 0.710 0.075 0.530 0.079 0 23.361
090253.56+593534.7 01785-54439-0591 135.723200 59.592990 1.345 18.640 0.781 0.740 0.761 0.085 0.423 0.070 0 21.596
090206.51+595750.3 01785-54439-0596 135.527160 59.963980 2.318 19.163 1.301 0.000 0.855 0.096 0.900 0.106 0 14.315
090206.51+595750.3 01785-54439-0596 135.527160 59.963980 2.318 19.163 2.011 0.000 1.654 0.238 1.487 0.243 0 14.315
090033.04+602004.2 01785-54439-0607 135.137680 60.334530 1.559 19.190 0.564 10.000 0.480 0.076 0.494 0.094 0 16.891
090033.04+602004.2 01785-54439-0607 135.137680 60.334530 1.559 19.190 0.965 0.565 1.174 0.125 0.670 0.108 0 16.891
090342.91+593643.9 01785-54439-0624 135.928800 59.612200 1.214 18.665 0.881 0.626 1.345 0.147 1.146 0.126 0 12.103
090342.91+593643.9 01785-54439-0624 135.928800 59.612200 1.214 18.665 1.019 0.529 1.458 0.125 1.756 0.155 0 12.103
011433.93+142657.5 02825-54439-0006 18.641420 14.449320 2.405 19.700 1.448 0.000 2.155 0.177 1.588 0.145 0 8.046
011135.06+144017.1 02825-54439-0099 17.896100 14.671440 1.235 19.323 1.020 0.000 2.765 0.190 2.623 0.154 0 9.420
011010.74+141702.3 02825-54439-0216 17.544770 14.283980 3.465 20.018 2.014 0.225 2.565 0.179 1.922 0.204 0 8.716
011319.78+164356.3 02825-54439-0529 18.332420 16.732320 2.351 19.594 0.784 0.000 0.967 0.160 0.637 0.139 1 11.977
011319.78+164356.3 02825-54439-0529 18.332420 16.732320 2.351 19.594 1.257 0.000 1.226 0.105 1.279 0.119 0 11.977
083149.59+111506.2 02424-54448-0111 127.956650 11.251740 1.634 19.000 0.862 0.787 2.343 0.161 1.507 0.149 0 13.594
083149.59+111506.2 02424-54448-0111 127.956650 11.251740 1.634 19.000 1.430 0.000 0.597 0.096 0.248 0.082 0 13.594
082942.82+104308.6 02424-54448-0140 127.428420 10.719080 2.192 19.903 1.817 0.000 1.941 0.284 0.861 0.259 0 5.276
083008.97+111228.3 02424-54448-0168 127.537410 11.207860 1.780 19.024 0.785 0.712 2.486 0.181 2.644 0.197 0 10.459
082706.51+105224.2 02424-54448-0227 126.777140 10.873390 2.282 18.728 1.053 0.000 1.299 0.125 0.565 0.094 0 14.871
082706.51+105224.2 02424-54448-0227 126.777140 10.873390 2.282 18.728 1.623 0.776 1.682 0.113 1.578 0.134 0 14.871
082751.69+121825.5 02424-54448-0380 126.965390 12.307090 1.673 18.553 1.388 0.622 2.418 0.094 2.227 0.094 0 15.341
082821.16+122932.6 02424-54448-0408 127.088170 12.492410 1.611 18.792 1.228 0.000 1.110 0.106 0.762 0.107 0 14.162
082916.69+125715.6 02424-54448-0443 127.319560 12.954340 1.724 18.222 1.522 0.898 0.880 0.076 0.634 0.083 0 23.120
082857.22+125140.0 02424-54448-0457 127.238450 12.861120 2.752 17.497 1.234 0.393 1.032 0.065 0.733 0.061 0 27.776
082911.62+114008.7 02424-54448-0491 127.298420 11.669110 1.477 19.055 0.806 0.858 0.630 0.104 0.538 0.112 0 14.341
082918.09+113341.7 02424-54448-0498 127.325380 11.561610 1.256 17.088 0.742 0.161 0.826 0.062 0.665 0.048 0 31.917
082950.14+115215.0 02424-54448-0500 127.458920 11.870850 1.375 18.628 1.288 0.000 1.965 0.107 1.499 0.105 0 18.447
083056.30+115816.2 02424-54448-0508 127.734610 11.971180 1.235 18.031 1.150 0.983 0.456 0.075 0.276 0.069 0 22.932
083520.59+112755.4 02424-54448-0635 128.835830 11.465420 1.236 18.116 1.069 0.000 0.467 0.075 0.392 0.065 0 25.220
091354.58+610948.8 01786-54450-0063 138.477450 61.163570 1.809 19.105 1.648 0.983 2.597 0.193 2.705 0.229 0 9.903
091000.95+603018.5 01786-54450-0123 137.503980 60.505160 1.848 19.134 1.444 0.000 2.302 0.217 1.756 0.183 0 6.088
090956.92+605439.9 01786-54450-0150 137.487200 60.911090 1.291 18.418 0.961 0.794 1.612 0.160 1.147 0.177 0 9.933
090956.92+605439.9 01786-54450-0150 137.487200 60.911090 1.291 18.418 1.107 0.000 1.462 0.177 0.518 0.116 0 9.933
090619.88+600945.4 01786-54450-0246 136.582820 60.162630 1.168 18.004 1.059 0.511 0.836 0.085 0.776 0.091 0 24.345
085929.40+615128.5 01786-54450-0344 134.872510 61.857920 1.233 18.833 0.840 0.000 0.740 0.123 0.407 0.110 0 12.915
090327.16+620522.5 01786-54450-0388 135.863170 62.089590 1.173 18.296 0.383 0.236 0.794 0.119 0.650 0.109 0 18.527
090804.36+615817.2 01786-54450-0488 137.018170 61.971440 1.686 19.165 1.327 0.000 1.526 0.103 1.036 0.085 0 14.315
091002.85+615520.5 01786-54450-0489 137.511920 61.922370 1.736 19.074 1.497 0.000 3.527 0.144 3.016 0.143 0 13.638
091509.59+620250.9 01786-54450-0556 138.790000 62.047480 1.688 19.032 0.804 0.000 0.804 0.122 0.548 0.103 0 13.658
091804.56+614203.0 01786-54450-0629 139.519040 61.700860 1.362 19.091 0.373 0.329 1.476 0.177 0.792 0.145 0 11.733
084442.71+595207.4 01874-54452-0029 131.178000 59.868740 1.088 18.884 1.056 0.547 0.795 0.102 0.527 0.101 0 14.261
082951.49+600001.8 01874-54452-0185 127.464550 60.000520 0.901 18.148 0.785 0.479 0.495 0.067 0.584 0.075 0 21.312
083126.66+590847.4 01874-54452-0218 127.861100 59.146500 0.938 19.026 0.582 0.504 0.741 0.122 1.199 0.150 0 12.881
083126.66+590847.4 01874-54452-0218 127.861100 59.146500 0.938 19.026 0.840 0.672 1.409 0.123 0.805 0.124 0 12.881
082544.04+594601.8 01874-54452-0272 126.433540 59.767190 2.386 18.891 0.724 0.704 0.883 0.137 0.735 0.130 1 13.220
082950.82+612703.7 01874-54452-0330 127.461760 61.451050 1.653 16.641 0.496 0.089 1.227 0.066 1.003 0.070 0 31.491
082615.75+604735.5 01874-54452-0381 126.565640 60.793210 1.952 18.788 1.869 0.690 2.231 0.187 0.426 0.123 0 14.983
084023.57+601852.9 01874-54452-0556 130.098240 60.314720 1.627 18.934 0.937 0.000 0.667 0.107 0.320 0.090 0 15.271
084113.84+605137.8 01874-54452-0585 130.307700 60.860520 1.533 18.831 1.414 0.912 1.306 0.116 1.179 0.137 0 14.145
084358.39+602155.0 01874-54452-0638 130.993330 60.365290 1.834 18.902 1.464 0.000 1.339 0.127 0.856 0.116 0 13.248
000249.78+270940.1 02824-54452-0187 0.707430 27.161150 2.255 20.011 0.876 0.000 1.437 0.239 1.268 0.184 0 6.883
000416.74+282742.0 02824-54452-0537 1.069750 28.461670 2.217 19.990 1.830 0.851 0.819 0.125 0.577 0.164 0 10.345
000315.86+290223.5 02824-54452-0554 0.816110 29.039880 2.557 18.889 2.083 0.962 2.208 0.128 1.883 0.143 0 25.507
000315.86+290223.5 02824-54452-0554 0.816110 29.039880 2.557 18.889 2.145 0.830 1.860 0.162 1.721 0.166 0 25.507
085552.86+615237.4 01875-54453-0031 133.970280 61.877080 1.716 18.479 0.921 0.343 1.300 0.124 0.910 0.125 0 15.211
085330.49+614643.4 01875-54453-0069 133.377040 61.778750 1.622 19.076 1.323 0.000 0.575 0.089 0.568 0.097 0 12.745
084846.10+611234.6 01875-54453-0082 132.192120 61.209640 2.256 16.630 1.962 0.240 0.730 0.055 0.574 0.063 0 31.932
084807.82+604829.8 01875-54453-0127 132.032610 60.808290 1.349 18.969 0.738 0.476 0.557 0.092 0.750 0.098 0 17.358
084657.47+615557.1 01875-54453-0174 131.739470 61.932550 1.330 18.558 1.205 0.411 1.620 0.073 1.425 0.076 0 18.238
084451.49+614407.2 01875-54453-0186 131.214550 61.735340 1.987 19.161 1.322 0.000 0.876 0.116 0.529 0.121 0 10.104
084148.35+613050.6 01875-54453-0226 130.451500 61.514060 2.050 19.185 1.463 0.000 1.794 0.174 1.515 0.157 0 9.907
084312.42+612943.9 01875-54453-0257 130.801770 61.495530 0.854 17.424 0.581 0.383 0.427 0.071 0.382 0.078 0 27.490
083853.11+614531.9 01875-54453-0317 129.721310 61.758860 3.893 19.584 1.466 0.000 0.763 0.115 1.385 0.158 1 8.543
084143.96+631230.7 01875-54453-0378 130.433180 63.208540 1.779 17.451 0.823 0.179 1.844 0.087 1.696 0.081 0 25.351
084401.84+632815.5 01875-54453-0405 131.007700 63.470970 1.044 18.625 0.885 0.361 1.482 0.090 0.974 0.085 0 18.436
084401.84+632815.5 01875-54453-0405 131.007700 63.470970 1.044 18.625 0.950 0.443 3.438 0.129 2.633 0.121 0 18.436
085248.38+622228.0 01875-54453-0598 133.201600 62.374460 3.753 18.658 1.439 0.594 1.489 0.107 1.472 0.117 1 13.891
085248.38+622228.0 01875-54453-0598 133.201600 62.374460 3.753 18.658 1.781 0.612 3.135 0.151 3.036 0.149 0 13.891
102730.77+080254.1 02869-54454-0084 156.878230 8.048370 2.560 19.931 1.458 0.000 1.566 0.164 0.643 0.151 0 7.329
102655.13+073914.1 02869-54454-0137 156.729720 7.653920 2.533 19.309 1.613 0.000 1.579 0.127 1.314 0.117 0 17.786
102154.93+083255.8 02869-54454-0315 155.478910 8.548850 2.659 20.406 1.347 0.000 0.953 0.134 0.426 0.132 0 9.452
102349.42+094509.9 02869-54454-0379 155.955920 9.752750 2.319 18.109 2.073 0.848 1.253 0.164 0.787 0.129 0 29.635
091018.96+631659.6 01876-54464-0030 137.579030 63.283240 1.516 18.733 1.320 0.000 0.801 0.088 0.536 0.088 0 11.852
091249.13+634047.7 01876-54464-0034 138.204730 63.679930 1.518 18.692 0.880 0.000 0.668 0.104 0.283 0.082 0 12.249
090130.78+631117.8 01876-54464-0133 135.378280 63.188290 1.856 17.944 1.087 0.000 0.760 0.105 0.364 0.085 0 20.378
090021.14+642504.2 01876-54464-0485 135.088120 64.417850 1.511 19.135 1.069 0.000 1.611 0.176 1.337 0.177 0 8.637
090021.14+642504.2 01876-54464-0485 135.088120 64.417850 1.511 19.135 1.201 0.000 0.922 0.133 1.045 0.161 0 8.637
092702.59+645531.7 01877-54464-0029 141.760800 64.925470 1.050 18.386 0.923 0.515 0.657 0.087 0.538 0.082 0 19.108
092641.36+651233.7 01877-54464-0047 141.672330 65.209370 1.664 17.776 1.502 0.544 1.078 0.077 0.650 0.057 0 22.435
092350.90+650344.3 01877-54464-0062 140.962100 65.062330 1.773 18.468 0.711 0.511 1.779 0.154 1.404 0.154 0 14.778
092350.90+650344.3 01877-54464-0062 140.962100 65.062330 1.773 18.468 1.016 0.662 1.544 0.125 1.080 0.115 0 14.778
092350.90+650344.3 01877-54464-0062 140.962100 65.062330 1.773 18.468 1.460 0.000 0.962 0.085 1.028 0.103 0 14.778
091100.20+651112.2 01877-54464-0203 137.750840 65.186730 1.923 18.420 1.734 0.826 0.939 0.082 0.711 0.077 0 17.494
091100.20+651112.2 01877-54464-0203 137.750840 65.186730 1.923 18.420 1.882 0.594 1.172 0.090 1.440 0.104 0 17.494
091817.92+670811.8 01877-54464-0509 139.574700 67.136620 2.050 18.310 1.779 0.844 0.828 0.089 0.891 0.080 0 20.872
092157.77+660438.2 01877-54464-0524 140.490740 66.077290 1.645 18.547 0.905 0.722 0.916 0.091 0.709 0.084 0 19.829
092024.44+662656.7 01877-54464-0542 140.101850 66.449090 2.019 17.932 1.627 0.000 0.312 0.048 0.366 0.053 0 25.119
092944.83+660311.3 01877-54464-0601 142.436810 66.053150 1.957 18.951 0.679 0.336 2.261 0.166 2.019 0.185 0 11.929
092611.06+661344.5 01877-54464-0609 141.546100 66.229050 1.528 18.780 0.952 0.000 0.656 0.108 0.346 0.099 0 14.926
093528.95+623819.0 01787-54465-0035 143.870650 62.638620 1.594 19.124 1.383 0.000 0.881 0.140 0.588 0.111 0 9.429
092330.04+613113.1 01787-54465-0220 140.875180 61.520320 2.283 18.917 0.748 0.672 1.705 0.171 1.482 0.154 1 12.989
